run,sample_name
SRR7637208,Wild Type (WT) genotype
SRR7637235,Wild Type (WT) genotype
SRR7637249,Tissue Culture (TC) genotype
SRR7637250,Wild Type (WT) genotype
SRR7637252,Tissue Culture (TC) genotype
SRR7637253,Tissue Culture (TC) genotype
